product_a,product_b,support,confidence_ab,confidence_ba,lift,pair_count
LUNCH BAG RED RETROSPOT,RED RETROSPOT CHARLOTTE BAG,0.019,0.1863,0.345,3.39,207
LUNCH BAG WOODLAND,RED RETROSPOT CHARLOTTE BAG,0.0114,0.1856,0.2067,3.38,124
JUMBO BAG ALPHABET,LUNCH BAG VINTAGE LEAF DESIGN,0.0107,0.1701,0.2131,3.38,117
JUMBO BAG APPLES,LUNCH BAG VINTAGE DOILY,0.0084,0.1486,0.1913,3.37,92
GINGERBREAD MAN COOKIE CUTTER,RECIPE BOX PANTRY YELLOW DESIGN,0.0095,0.2251,0.1425,3.36,104
WOOD BLACK BOARD ANT WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.0116,0.2346,0.1654,3.36,126
JUMBO BAG APPLES,LUNCH BAG SUKI DESIGN,0.0145,0.2553,0.1901,3.35,158
LUNCH BAG DOLLY GIRL DESIGN,RED RETROSPOT CHARLOTTE BAG,0.0087,0.1841,0.1583,3.35,95
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.,0.0136,0.3014,0.1509,3.35,148
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.0153,0.3401,0.1503,3.34,167
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG VINTAGE LEAF DESIGN,0.0075,0.167,0.1494,3.32,82
LUNCH BAG SPACEBOY DESIGN,RED RETROSPOT CHARLOTTE BAG,0.0145,0.1822,0.2633,3.31,158
HEART OF WICKER LARGE,RED HANGING HEART T-LIGHT HOLDER,0.0135,0.1899,0.2341,3.3,147
LUNCH BAG APPLE DESIGN,RED RETROSPOT CHARLOTTE BAG,0.0123,0.1816,0.2233,3.3,134
CHOCOLATE HOT WATER BOTTLE,HAND WARMER OWL DESIGN,0.0094,0.1577,0.1947,3.28,102
JAM MAKING SET WITH JARS,RECIPE BOX PANTRY YELLOW DESIGN,0.0147,0.2189,0.2192,3.27,160
JAM MAKING SET WITH JARS,SET OF 4 PANTRY JELLY MOULDS,0.0152,0.2271,0.2187,3.26,166
JUMBO BAG STRAWBERRY,RED RETROSPOT CHARLOTTE BAG,0.0101,0.1792,0.1833,3.26,110
GREEN REGENCY TEACUP AND SAUCER,SET OF 3 REGENCY CAKE TINS,0.0089,0.1598,0.1813,3.26,97
SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 3 REGENCY CAKE TINS,0.0141,0.1593,0.2879,3.25,154
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG VINTAGE DOILY,0.0092,0.1634,0.1812,3.23,100
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG APPLES,0.0083,0.1833,0.1454,3.23,90
POPCORN HOLDER,RABBIT NIGHT LIGHT,0.008,0.1602,0.1608,3.23,87
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG CARS BLUE,0.0116,0.2587,0.145,3.22,127
ROSES REGENCY TEACUP AND SAUCER,SET OF 3 REGENCY CAKE TINS,0.0096,0.1581,0.1963,3.22,105
JUMBO BAG VINTAGE LEAF,LUNCH BAG ALPHABET DESIGN,0.0111,0.1744,0.2051,3.22,121
JUMBO BAG 50'S CHRISTMAS,JUMBO BAG ALPHABET,0.0099,0.2022,0.157,3.21,108
LUNCH BAG WOODLAND,SPACEBOY LUNCH BOX,0.0088,0.1437,0.1959,3.2,96
JUMBO STORAGE BAG SUKI,LUNCH BAG DOLLY GIRL DESIGN,0.0099,0.1513,0.2093,3.2,108
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG PINK POLKADOT,0.0111,0.2464,0.1437,3.19,121
HAND WARMER OWL DESIGN,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0092,0.1908,0.1531,3.19,100
JUMBO BAG 50'S CHRISTMAS,JUMBO BAG VINTAGE LEAF,0.0099,0.2022,0.1556,3.18,108
JAM MAKING SET WITH JARS,SET OF 3 CAKE TINS PANTRY DESIGN,0.0189,0.2818,0.213,3.18,206
DOORMAT KEEP CALM AND COME IN,DOORMAT RED RETROSPOT,0.0072,0.1411,0.1626,3.17,79
RECIPE BOX PANTRY YELLOW DESIGN,SET OF 4 PANTRY JELLY MOULDS,0.0147,0.2192,0.2108,3.15,160
LUNCH BAG CARS BLUE,RED RETROSPOT CHARLOTTE BAG,0.0139,0.1735,0.2533,3.15,152
CLOTHES PEGS RETROSPOT PACK 24,SET/20 RED RETROSPOT PAPER NAPKINS,0.0078,0.1598,0.1534,3.15,85
JUMBO BAG ALPHABET,JUMBO BAG RED RETROSPOT,0.0256,0.4055,0.1987,3.15,279
HAND WARMER OWL DESIGN,PAPER CHAIN KIT 50'S CHRISTMAS,0.0124,0.2576,0.1515,3.15,135
LARGE WHITE HEART OF WICKER,RED HANGING HEART T-LIGHT HOLDER,0.0082,0.1809,0.1417,3.14,89
DOORMAT KEEP CALM AND COME IN,HOT WATER BOTTLE KEEP CALM,0.0098,0.1911,0.1604,3.13,107
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.0112,0.2485,0.1407,3.13,122
JUMBO BAG 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0092,0.1873,0.1531,3.13,100
RED HANGING HEART T-LIGHT HOLDER,SMALL WHITE HEART OF WICKER,0.0093,0.1608,0.1804,3.13,101
HANGING HEART JAR T-LIGHT HOLDER,VICTORIAN GLASS HANGING T-LIGHT,0.0094,0.2028,0.1433,3.11,102
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG PINK POLKADOT,0.0102,0.2261,0.1391,3.09,111
IVORY KITCHEN SCALES,SET OF 3 CAKE TINS PANTRY DESIGN,0.0119,0.2743,0.1344,3.09,130
JUMBO BAG APPLES,LUNCH BAG CARS BLUE,0.014,0.2472,0.1747,3.08,153
JUMBO STORAGE BAG SUKI,LUNCH BAG PINK POLKADOT,0.0156,0.2381,0.2019,3.08,170
HEART OF WICKER SMALL,LARGE WHITE HEART OF WICKER,0.0114,0.1387,0.252,3.08,124
GINGERBREAD MAN COOKIE CUTTER,JAM MAKING SET WITH JARS,0.0087,0.2056,0.13,3.07,95
JUMBO BAG 50'S CHRISTMAS,JUMBO BAG APPLES,0.0085,0.1742,0.1502,3.07,93
JUMBO BAG RED RETROSPOT,RED RETROSPOT CHARLOTTE BAG,0.0216,0.1681,0.3933,3.06,236
JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT,0.0203,0.3095,0.1989,3.04,221
JAM MAKING SET PRINTED,RECIPE BOX PANTRY YELLOW DESIGN,0.0129,0.2029,0.1932,3.03,141
JUMBO BAG APPLES,LUNCH BAG PINK POLKADOT,0.0132,0.2326,0.171,3.01,144
JAM MAKING SET PRINTED,SET OF 6 SPICE TINS PANTRY DESIGN,0.0101,0.1583,0.192,3.01,110
JUMBO BAG VINTAGE DOILY,RED RETROSPOT CHARLOTTE BAG,0.0083,0.1649,0.1517,3.0,91
GINGERBREAD MAN COOKIE CUTTER,PACK OF 72 RETROSPOT CAKE CASES,0.0096,0.2273,0.1268,2.99,105
GARDENERS KNEELING PAD CUP OF TEA,POPCORN HOLDER,0.0084,0.1484,0.1694,2.98,92
PINK CREAM FELT CRAFT TRINKET BOX,VINTAGE SNAP CARDS,0.0069,0.1616,0.1269,2.98,75
GARDENERS KNEELING PAD CUP OF TEA,LARGE WHITE HEART OF WICKER,0.0076,0.1339,0.1687,2.97,83
JUMBO BAG APPLES,LUNCH BAG WOODLAND,0.0102,0.1793,0.1662,2.93,111
6 RIBBONS RUSTIC CHARM,CLOTHES PEGS RETROSPOT PACK 24,0.0078,0.1426,0.1598,2.92,85
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG PINK VINTAGE PAISLEY,0.0066,0.1466,0.1311,2.91,72
GINGERBREAD MAN COOKIE CUTTER,PACK OF 60 DINOSAUR CAKE CASES,0.0052,0.1234,0.1228,2.9,57
JUMBO BAG STRAWBERRY,JUMBO BAG VINTAGE DOILY,0.0083,0.1466,0.163,2.9,90
DOORMAT KEEP CALM AND COME IN,GARDENERS KNEELING PAD CUP OF TEA,0.0084,0.1643,0.1484,2.89,92
REGENCY CAKESTAND 3 TIER,SET OF 3 REGENCY CAKE TINS,0.0168,0.1411,0.3421,2.88,183
JUMBO BAG APPLES,RED RETROSPOT CHARLOTTE BAG,0.009,0.1583,0.1633,2.88,98
JUMBO BAG APPLES,LUNCH BAG  BLACK SKULL.,0.0147,0.2585,0.1631,2.87,160
60 TEATIME FAIRY CAKE CASES,SET/20 RED RETROSPOT PAPER NAPKINS,0.0078,0.1458,0.1534,2.87,85
JUMBO BAG STRAWBERRY,LUNCH BAG PINK POLKADOT,0.0125,0.2215,0.1615,2.87,136
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG STRAWBERRY,0.0072,0.1609,0.1287,2.86,79
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG VINTAGE DOILY,0.0057,0.1263,0.1289,2.86,62
JUMBO STORAGE BAG SUKI,LUNCH BAG CARS BLUE,0.015,0.2297,0.1872,2.86,164
JUMBO BAG 50'S CHRISTMAS,POPCORN HOLDER,0.007,0.1423,0.14,2.86,76
JUMBO  BAG BAROQUE BLACK WHITE,RED RETROSPOT CHARLOTTE BAG,0.0088,0.1569,0.16,2.85,96
SET OF 4 PANTRY JELLY MOULDS,SET OF 6 SPICE TINS PANTRY DESIGN,0.0104,0.1489,0.1972,2.83,113
GARDENERS KNEELING PAD KEEP CALM,HOT WATER BOTTLE KEEP CALM,0.0116,0.1723,0.1904,2.82,127
JUMBO STORAGE BAG SUKI,LUNCH BAG  BLACK SKULL.,0.0166,0.2535,0.1845,2.82,181
CHARLOTTE BAG SUKI DESIGN,CHILLI LIGHTS,0.005,0.112,0.1267,2.82,55
JUMBO BAG VINTAGE DOILY,LUNCH BAG APPLE DESIGN,0.0096,0.1902,0.1423,2.81,105
JAM MAKING SET PRINTED,SET OF 4 PANTRY JELLY MOULDS,0.0124,0.1942,0.1779,2.79,135
DOORMAT KEEP CALM AND COME IN,DOORMAT NEW ENGLAND,0.0062,0.1214,0.1432,2.79,68
JAM MAKING SET PRINTED,SET OF 3 CAKE TINS PANTRY DESIGN,0.0158,0.2475,0.1779,2.79,172
JUMBO BAG APPLES,LUNCH BAG RED RETROSPOT,0.0161,0.2843,0.1584,2.79,176
6 RIBBONS RUSTIC CHARM,PINK CREAM FELT CRAFT TRINKET BOX,0.0064,0.1174,0.1509,2.76,70
CLOTHES PEGS RETROSPOT PACK 24,PACK OF 72 RETROSPOT CAKE CASES,0.0102,0.2086,0.1341,2.75,111
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG VINTAGE DOILY,0.0062,0.1385,0.1232,2.74,68
HAND WARMER OWL DESIGN,RETROSPOT HEART HOT WATER BOTTLE,0.0058,0.1202,0.1315,2.74,63
JUMBO STORAGE BAG SUKI,LUNCH BAG SPACEBOY DESIGN,0.0142,0.2171,0.1788,2.73,155
JUMBO BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.0204,0.2782,0.1998,2.73,222
JUMBO BAG VINTAGE LEAF,RED RETROSPOT CHARLOTTE BAG,0.0095,0.1499,0.1733,2.72,104
PACK OF 60 DINOSAUR CAKE CASES,SET/20 RED RETROSPOT PAPER NAPKINS,0.0059,0.1379,0.1155,2.72,64
JUMBO BAG 50'S CHRISTMAS,JUMBO STORAGE BAG SUKI,0.0087,0.1779,0.1331,2.72,95
LUNCH BAG ALPHABET DESIGN,RED RETROSPOT CHARLOTTE BAG,0.0081,0.1492,0.1467,2.71,88
GARDENERS KNEELING PAD KEEP CALM,LARGE WHITE HEART OF WICKER,0.0083,0.1221,0.1829,2.71,90
IVORY KITCHEN SCALES,RECIPE BOX PANTRY YELLOW DESIGN,0.0079,0.1814,0.1178,2.71,86
JUMBO STORAGE BAG SUKI,LUNCH BAG WOODLAND,0.0108,0.1653,0.1766,2.7,118
JUMBO BAG VINTAGE LEAF,LUNCH BAG PINK POLKADOT,0.0132,0.2075,0.171,2.69,144
SET OF 3 CAKE TINS PANTRY DESIGN,SET OF 4 PANTRY JELLY MOULDS,0.0165,0.1861,0.2372,2.68,180
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG WOODLAND,0.0083,0.1639,0.1347,2.68,90
SET/20 RED RETROSPOT PAPER NAPKINS,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0084,0.1661,0.1363,2.68,92
GINGERBREAD MAN COOKIE CUTTER,JAM MAKING SET PRINTED,0.0072,0.171,0.1137,2.68,79
LUNCH BAG CARS BLUE,PACK OF 60 DINOSAUR CAKE CASES,0.0092,0.1142,0.2155,2.68,100
JUMBO BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.0158,0.2155,0.1963,2.68,172
GARDENERS KNEELING PAD KEEP CALM,POPCORN HOLDER,0.009,0.133,0.1805,2.67,98
JUMBO BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.,0.0175,0.2393,0.1947,2.66,191
GINGERBREAD MAN COOKIE CUTTER,SET OF 3 CAKE TINS PANTRY DESIGN,0.01,0.2359,0.1127,2.66,109
JUMBO BAG STRAWBERRY,LUNCH BAG DOLLY GIRL DESIGN,0.0071,0.1254,0.1492,2.65,77
GINGERBREAD MAN COOKIE CUTTER,SET OF 6 SPICE TINS PANTRY DESIGN,0.0059,0.1385,0.1117,2.64,64
IVORY KITCHEN SCALES,JAM MAKING SET WITH JARS,0.0077,0.1772,0.1149,2.64,84
JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT,0.0346,0.2685,0.3393,2.64,377
CHARLOTTE BAG SUKI DESIGN,JUMBO SHOPPER VINTAGE RED PAISLEY,0.0081,0.1792,0.1188,2.64,88
JUMBO BAG VINTAGE LEAF,LUNCH BAG SUKI DESIGN,0.0127,0.2003,0.1673,2.63,139
JUMBO STORAGE BAG SUKI,LUNCH BAG APPLE DESIGN,0.0116,0.1779,0.1721,2.63,127
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG VINTAGE LEAF,0.0075,0.167,0.1182,2.63,82
PACK OF 60 PINK PAISLEY CAKE CASES,SET OF 4 PANTRY JELLY MOULDS,0.0097,0.1831,0.1397,2.63,106
PACK OF 60 PINK PAISLEY CAKE CASES,SET/20 RED RETROSPOT PAPER NAPKINS,0.0071,0.133,0.139,2.62,77
HEART OF WICKER LARGE,LOVE BUILDING BLOCK WORD,0.0089,0.1253,0.1862,2.62,97
JUMBO BAG VINTAGE LEAF,LUNCH BAG DOLLY GIRL DESIGN,0.0079,0.1239,0.1667,2.62,86
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG PINK POLKADOT,0.0102,0.2022,0.1318,2.62,111
JUMBO BAG APPLES,LUNCH BAG SPACEBOY DESIGN,0.0118,0.2084,0.1488,2.62,129
PAPER CHAIN KIT VINTAGE CHRISTMAS,RABBIT NIGHT LIGHT,0.0078,0.1302,0.1571,2.62,85
PAPER BUNTING RETROSPOT,PARTY BUNTING,0.0116,0.2864,0.1051,2.61,126
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG SUKI DESIGN,0.01,0.1985,0.1312,2.61,109
CHARLOTTE BAG SUKI DESIGN,JUMBO  BAG BAROQUE BLACK WHITE,0.0066,0.1466,0.1176,2.61,72
JUMBO BAG ALPHABET,LUNCH BAG SUKI DESIGN,0.0126,0.1991,0.1649,2.61,137
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG VINTAGE LEAF DESIGN,0.0089,0.1309,0.1767,2.6,97
PACK OF 60 DINOSAUR CAKE CASES,SET OF 4 PANTRY JELLY MOULDS,0.0077,0.181,0.1107,2.6,84
JUMBO BAG APPLES,LUNCH BAG DOLLY GIRL DESIGN,0.007,0.1228,0.1473,2.6,76
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG ALPHABET DESIGN,0.0063,0.1405,0.1169,2.6,69
60 TEATIME FAIRY CAKE CASES,SET OF 4 PANTRY JELLY MOULDS,0.0096,0.1801,0.1383,2.59,105
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG ALPHABET,0.0073,0.1629,0.1163,2.58,80
JUMBO BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN,0.0144,0.1967,0.1889,2.58,157
PACK OF 60 DINOSAUR CAKE CASES,PINK CREAM FELT CRAFT TRINKET BOX,0.0047,0.1099,0.1099,2.58,51
JAM MAKING SET PRINTED,PACK OF 60 PINK PAISLEY CAKE CASES,0.0087,0.1367,0.1641,2.58,95
CLOTHES PEGS RETROSPOT PACK 24,GINGERBREAD MAN COOKIE CUTTER,0.0053,0.109,0.1255,2.57,58
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG SUKI DESIGN,0.0133,0.1957,0.1745,2.57,145
GARDENERS KNEELING PAD CUP OF TEA,HOT WATER BOTTLE KEEP CALM,0.0089,0.1565,0.1454,2.56,97
HEART OF WICKER SMALL,RED HANGING HEART T-LIGHT HOLDER,0.012,0.1465,0.2086,2.55,131
PACK OF 60 DINOSAUR CAKE CASES,RED RETROSPOT CHARLOTTE BAG,0.006,0.1401,0.1083,2.55,65
JUMBO BAG PINK VINTAGE PAISLEY,RED RETROSPOT CHARLOTTE BAG,0.0071,0.1403,0.1283,2.55,77
PAPER CHAIN KIT VINTAGE CHRISTMAS,POPCORN HOLDER,0.0076,0.1271,0.1529,2.55,83
JUMBO BAG STRAWBERRY,LUNCH BAG  BLACK SKULL.,0.0128,0.228,0.1427,2.54,140
CLOTHES PEGS RETROSPOT PACK 24,SET OF 4 PANTRY JELLY MOULDS,0.0086,0.1767,0.1238,2.54,94
RETROSPOT TEA SET CERAMIC 11 PC,VINTAGE SNAP CARDS,0.0081,0.1373,0.1489,2.53,88
JUMBO BAG VINTAGE LEAF,LUNCH BAG  BLACK SKULL.,0.0145,0.2277,0.1611,2.53,158
CLOTHES PEGS RETROSPOT PACK 24,PACK OF 60 DINOSAUR CAKE CASES,0.0052,0.1071,0.1228,2.52,57
GREY HEART HOT WATER BOTTLE,HAND WARMER OWL DESIGN,0.0052,0.121,0.1088,2.52,57
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG  BLACK SKULL.,0.0127,0.2255,0.1407,2.51,138
POPCORN HOLDER,SMALL WHITE HEART OF WICKER,0.0064,0.1289,0.125,2.51,70
HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT 50'S CHRISTMAS,0.0091,0.205,0.1111,2.51,99
CLOTHES PEGS RETROSPOT PACK 24,JAM MAKING SET PRINTED,0.0078,0.1598,0.1223,2.51,85
60 TEATIME FAIRY CAKE CASES,JAM MAKING SET WITH JARS,0.009,0.1681,0.1341,2.51,98
GARDENERS KNEELING PAD CUP OF TEA,HOT WATER BOTTLE TEA AND SYMPATHY,0.0063,0.1113,0.1429,2.51,69
HOT WATER BOTTLE KEEP CALM,JUMBO BAG VINTAGE DOILY,0.0077,0.1259,0.1522,2.49,84
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG RED RETROSPOT,0.0127,0.2532,0.1251,2.49,139
HANGING HEART JAR T-LIGHT HOLDER,NATURAL SLATE HEART CHALKBOARD,0.0094,0.2028,0.1149,2.49,102
GINGERBREAD MAN COOKIE CUTTER,IVORY KITCHEN SCALES,0.0046,0.1082,0.1055,2.49,50
LUNCH BAG ALPHABET DESIGN,SPACEBOY LUNCH BOX,0.0061,0.1119,0.1347,2.49,66
LARGE WHITE HEART OF WICKER,POPCORN HOLDER,0.0056,0.124,0.1123,2.49,61
JUMBO BAG PINK POLKADOT,LUNCH BAG APPLE DESIGN,0.0123,0.1679,0.1816,2.48,134
JUMBO BAG STRAWBERRY,LUNCH BAG RED RETROSPOT,0.0142,0.2524,0.1395,2.48,155
JUMBO STORAGE BAG SUKI,LUNCH BAG VINTAGE LEAF DESIGN,0.0082,0.1246,0.1621,2.48,89
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG RED RETROSPOT,0.0144,0.3198,0.1118,2.48,157
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG SUKI DESIGN,0.0105,0.1879,0.1384,2.47,115
LOVE BUILDING BLOCK WORD,RED HANGING HEART T-LIGHT HOLDER,0.0068,0.142,0.1178,2.47,74
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG 50'S CHRISTMAS,0.0068,0.1209,0.1386,2.47,74
JUMBO BAG VINTAGE DOILY,LUNCH BAG RED RETROSPOT,0.0127,0.2518,0.1251,2.47,139
JUMBO BAG PINK POLKADOT,LUNCH BAG DOLLY GIRL DESIGN,0.0085,0.1165,0.1802,2.46,93
CHARLOTTE BAG SUKI DESIGN,POPCORN HOLDER,0.0055,0.1222,0.1105,2.46,60
GINGERBREAD MAN COOKIE CUTTER,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0064,0.1515,0.1037,2.45,70
PACK OF 72 RETROSPOT CAKE CASES,SET OF 4 PANTRY JELLY MOULDS,0.0129,0.1703,0.1858,2.45,141
JUMBO BAG STRAWBERRY,LUNCH BAG WOODLAND,0.0084,0.1498,0.1377,2.45,92
SMALL WHITE HEART OF WICKER,WOODEN FRAME ANTIQUE WHITE,0.0088,0.1714,0.126,2.45,96
GARDENERS KNEELING PAD CUP OF TEA,SMALL WHITE HEART OF WICKER,0.0072,0.1258,0.1393,2.45,78
JUMBO BAG PINK POLKADOT,LUNCH BAG WOODLAND,0.0109,0.1491,0.1781,2.44,119
HEART OF WICKER LARGE,HOME BUILDING BLOCK WORD,0.0102,0.1434,0.1734,2.44,111
JUMBO BAG VINTAGE DOILY,LUNCH BAG  BLACK SKULL.,0.0111,0.2192,0.1233,2.44,121
CHILLI LIGHTS,PACK OF 60 DINOSAUR CAKE CASES,0.0041,0.1037,0.097,2.44,45
PAPER CHAIN KIT 50'S CHRISTMAS,POPCORN HOLDER,0.0099,0.1212,0.1989,2.44,108
LUNCH BAG SUKI DESIGN,PACK OF 60 DINOSAUR CAKE CASES,0.0079,0.1035,0.1853,2.43,86
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG RED RETROSPOT,0.0138,0.2467,0.1359,2.42,151
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG CARS BLUE,0.0109,0.1944,0.1358,2.42,119
JUMBO BAG VINTAGE LEAF,LUNCH BAG RED RETROSPOT,0.0157,0.2464,0.1539,2.42,171
COOK WITH WINE METAL SIGN,LOVE BUILDING BLOCK WORD,0.0058,0.1154,0.1209,2.42,63
POPCORN HOLDER,SPACEBOY LUNCH BOX,0.0054,0.1087,0.1204,2.42,59
BAKING SET 9 PIECE RETROSPOT,VINTAGE SNAP CARDS,0.0081,0.1313,0.1489,2.42,88
RECIPE BOX PANTRY YELLOW DESIGN,SET/5 RED RETROSPOT LID GLASS BOWLS,0.01,0.1493,0.1615,2.41,109
JUMBO BAG ALPHABET,LUNCH BAG DOLLY GIRL DESIGN,0.0072,0.1134,0.1512,2.4,78
PAPER CHAIN KIT VINTAGE CHRISTMAS,VINTAGE SNAP CARDS,0.0078,0.1302,0.1438,2.4,85
JUMBO BAG VINTAGE DOILY,POPCORN HOLDER,0.0061,0.1196,0.1215,2.4,66
JUMBO BAG VINTAGE DOILY,LUNCH BAG PINK POLKADOT,0.0094,0.1848,0.1211,2.39,102
LUNCH BAG VINTAGE DOILY,SMALL WHITE HEART OF WICKER,0.0054,0.1227,0.1054,2.39,59
HOT WATER BOTTLE KEEP CALM,JUMBO BAG 50'S CHRISTMAS,0.0072,0.1169,0.1461,2.39,78
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG VINTAGE LEAF DESIGN,0.0061,0.1202,0.1202,2.39,66
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG DOLLY GIRL DESIGN,0.0057,0.1129,0.1202,2.39,62
HAND WARMER OWL DESIGN,JUMBO BAG 50'S CHRISTMAS,0.0056,0.1164,0.1142,2.38,61
GARDENERS KNEELING PAD CUP OF TEA,HAND WARMER OWL DESIGN,0.0065,0.1145,0.1355,2.38,71
SET OF 4 PANTRY JELLY MOULDS,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0103,0.1476,0.1659,2.38,112
JUMBO BAG ALPHABET,RED RETROSPOT CHARLOTTE BAG,0.0083,0.1308,0.15,2.38,90
HAND WARMER OWL DESIGN,PINK CREAM FELT CRAFT TRINKET BOX,0.0049,0.1011,0.1142,2.38,53
SET OF 6 SPICE TINS PANTRY DESIGN,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0077,0.1466,0.1244,2.37,84
JUMBO BAG VINTAGE DOILY,LUNCH BAG DOLLY GIRL DESIGN,0.0057,0.1123,0.1202,2.37,62
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG RED RETROSPOT,0.0164,0.2416,0.1611,2.37,179
COLOUR GLASS T-LIGHT HOLDER HANGING,HANGING HEART JAR T-LIGHT HOLDER,0.0049,0.1095,0.1054,2.37,53
60 TEATIME FAIRY CAKE CASES,CLOTHES PEGS RETROSPOT PACK 24,0.0061,0.1149,0.1259,2.36,67
LUNCH BAG SPACEBOY DESIGN,PACK OF 60 DINOSAUR CAKE CASES,0.008,0.1003,0.1875,2.36,87
CLOTHES PEGS RETROSPOT PACK 24,SET OF 6 SPICE TINS PANTRY DESIGN,0.0061,0.1241,0.1152,2.36,66
HOT WATER BOTTLE KEEP CALM,PAPER CHAIN KIT 50'S CHRISTMAS,0.0117,0.1919,0.1437,2.35,128
ALARM CLOCK BAKELIKE GREEN,IVORY KITCHEN SCALES,0.0063,0.1022,0.1456,2.35,69
CHARLOTTE BAG SUKI DESIGN,PINK CREAM FELT CRAFT TRINKET BOX,0.0045,0.0998,0.1056,2.35,49
JAM MAKING SET WITH JARS,PACK OF 60 PINK PAISLEY CAKE CASES,0.0083,0.1245,0.1572,2.35,91
PACK OF 72 RETROSPOT CAKE CASES,SET/5 RED RETROSPOT LID GLASS BOWLS,0.011,0.1449,0.1778,2.34,120
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG VINTAGE LEAF DESIGN,0.0066,0.1176,0.1311,2.34,72
POPCORN HOLDER,RED RETROSPOT CHARLOTTE BAG,0.0064,0.1289,0.1167,2.34,70
JUMBO BAG STRAWBERRY,LUNCH BAG APPLE DESIGN,0.0089,0.158,0.1314,2.34,97
HAND OVER THE CHOCOLATE   SIGN,LOVE BUILDING BLOCK WORD,0.0058,0.1113,0.1209,2.33,63
JUMBO BAG ALPHABET,LUNCH BAG CARS BLUE,0.0118,0.1875,0.1473,2.33,129
JUMBO BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.0232,0.1802,0.3005,2.33,253
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG PINK POLKADOT,0.0101,0.1797,0.1306,2.33,110
JAM MAKING SET PRINTED,PACK OF 72 RETROSPOT CAKE CASES,0.0113,0.177,0.1486,2.33,123
HOME BUILDING BLOCK WORD,WOODEN PICTURE FRAME WHITE FINISH,0.0105,0.1797,0.1367,2.33,115
ANTIQUE SILVER T-LIGHT GLASS,COLOUR GLASS T-LIGHT HOLDER HANGING,0.0045,0.1029,0.1012,2.32,49
IVORY KITCHEN SCALES,SET OF 3 REGENCY CAKE TINS,0.005,0.1139,0.1009,2.32,54
LUNCH BAG PINK POLKADOT,PACK OF 60 DINOSAUR CAKE CASES,0.0076,0.0986,0.1789,2.32,83
60 TEATIME FAIRY CAKE CASES,JAM MAKING SET PRINTED,0.0079,0.1475,0.1237,2.32,86
LOVE BUILDING BLOCK WORD,WOOD 2 DRAWER CABINET WHITE FINISH,0.0049,0.1017,0.1106,2.32,53
GREY HEART HOT WATER BOTTLE,RED HANGING HEART T-LIGHT HOLDER,0.0058,0.1338,0.1003,2.32,63
